Order_Date,Product_Category,Product_Price,Order_Quantity,Discount_Applied,Shipping_Method,Payment_Method,User_Age,User_Gender,User_Location,Return_Status,Order_Value
2022-05-17,Home Appliances,391.79,1,13.55,Standard,Credit Card,59,Female,City64,Not Returned,338.70245500000004
2025-07-17,Clothing,907.84,5,23.6,Standard,COD,47,Female,City81,Returned,3467.9488
2024-09-20,Books,1422.3,3,1.2,Standard,Debit Card,28,Female,City72,Not Returned,4215.6972
2025-01-17,Clothing,121.73,3,41.04,Express,Debit Card,64,Female,City86,Not Returned,215.316024
2022-09-05,Electronics,1923.68,4,46.83,Express,Debit Card,24,Male,City65,Not Returned,4091.2826240000004
2023-03-21,Books,1353.74,4,28.2,Standard,Debit Card,26,Male,City31,Not Returned,3887.94128
2024-10-21,Toys,1117.59,2,3.71,Next-Day,Credit Card,49,Female,City72,Returned,2152.254822
2024-06-13,Toys,1234.26,5,26.97,Next-Day,Debit Card,52,Female,City76,Not Returned,4506.90039
2022-12-24,Electronics,1807.45,4,18.57,Express,Credit Card,56,Female,City99,Not Returned,5887.226140000001
2025-04-20,Toys,1930.41,1,0.29,Standard,Debit Card,57,Male,City93,Not Returned,1924.811811
2024-08-16,Clothing,764.82,3,24.65,Standard,Wallet,63,Female,City57,Not Returned,1728.87561
2023-05-06,Clothing,731.78,1,25.53,Express,Debit Card,51,Female,City62,Returned,544.956566
2023-02-08,Toys,742.94,2,38.0,Express,Debit Card,46,Male,City7,Returned,921.2456000000001
2023-02-02,Toys,1446.06,5,35.03,Next-Day,COD,65,Male,City91,Returned,4697.525909999999
2024-01-31,Clothing,1336.87,5,44.97,Standard,Debit Card,24,Female,City66,Not Returned,3678.3978049999996
2024-11-18,Clothing,1689.49,4,5.93,Next-Day,Credit Card,38,Male,City57,Returned,6357.212972
2022-02-12,Electronics,1240.9,4,7.92,Standard,Debit Card,56,Male,City42,Returned,4570.4828800000005
2023-05-17,Clothing,1603.72,2,49.44,Next-Day,Debit Card,21,Male,City35,Returned,1621.6816640000002
2025-05-25,Books,896.01,4,31.05,Next-Day,Wallet,46,Male,City73,Not Returned,2471.19558
2024-02-05,Electronics,1810.03,2,9.68,Express,COD,58,Male,City59,Not Returned,3269.638192
2022-03-10,Books,1461.29,1,27.95,Next-Day,Wallet,27,Male,City36,Not Returned,1052.859445
2023-07-11,Books,484.7,1,36.74,Next-Day,COD,25,Female,City97,Not Returned,306.62122
2022-11-12,Home Appliances,398.91,2,23.59,Next-Day,Debit Card,32,Female,City14,Not Returned,609.614262
2022-03-18,Electronics,1771.22,5,0.36,Next-Day,Wallet,19,Female,City100,Not Returned,8824.21804
2025-05-11,Electronics,1899.56,2,31.81,Next-Day,Wallet,61,Female,City100,Not Returned,2590.6199279999996
2025-08-21,Books,1510.18,2,41.13,Standard,Credit Card,52,Female,City98,Not Returned,1778.0859320000002
2025-07-23,Books,1532.88,2,6.8,Express,Wallet,30,Male,City57,Not Returned,2857.28832
2023-05-25,Home Appliances,529.41,5,26.52,Express,Debit Card,35,Female,City42,Not Returned,1945.0523399999997
2022-11-21,Electronics,575.32,1,26.63,Next-Day,Wallet,21,Male,City60,Returned,422.11228400000005
2023-10-06,Books,849.8,4,41.37,Next-Day,COD,33,Male,City30,Not Returned,1992.9509600000001
2023-02-04,Clothing,133.32,4,11.63,Standard,COD,47,Female,City44,Not Returned,471.2595359999999
2023-07-21,Clothing,518.46,2,10.22,Express,Debit Card,56,Male,City65,Not Returned,930.946776
2022-01-31,Clothing,819.59,4,10.31,Express,Credit Card,51,Female,City85,Returned,2940.361084
2023-11-13,Home Appliances,1230.82,5,39.54,Standard,Wallet,48,Female,City37,Not Returned,3720.7688599999997
2022-03-19,Clothing,1971.56,3,28.34,Next-Day,COD,55,Female,City63,Not Returned,4238.459688
2023-03-11,Toys,1060.06,4,45.82,Express,Credit Card,35,Male,City46,Not Returned,2297.362032
2022-07-02,Clothing,360.26,5,40.39,Next-Day,Debit Card,55,Female,City98,Not Returned,1073.75493
2023-04-03,Clothing,750.66,2,26.53,Standard,COD,20,Female,City50,Not Returned,1103.0198039999998
2025-07-14,Home Appliances,1521.75,1,4.91,Standard,Wallet,25,Female,City51,Not Returned,1447.0320749999998
2023-02-18,Home Appliances,177.2,2,20.56,Next-Day,Wallet,31,Male,City41,Not Returned,281.53535999999997
2022-09-24,Toys,552.01,3,42.52,Next-Day,Wallet,34,Female,City46,Returned,951.886044
2022-12-02,Home Appliances,1273.49,1,41.76,Standard,Credit Card,49,Female,City57,Not Returned,741.6805760000001
2024-02-06,Electronics,1470.09,5,44.8,Next-Day,Debit Card,44,Male,City70,Not Returned,4057.4484
2023-11-24,Books,1289.38,4,4.69,Express,COD,54,Female,City58,Returned,4915.632312
2024-09-06,Electronics,1185.25,4,42.92,Next-Day,Credit Card,21,Female,City77,Returned,2706.1628
2022-09-18,Electronics,1946.15,5,46.54,Express,Wallet,46,Male,City40,Not Returned,5202.05895
2024-01-14,Toys,740.61,1,12.54,Express,COD,61,Male,City88,Not Returned,647.737506
2023-12-10,Clothing,204.31,5,38.01,Standard,Credit Card,54,Male,City46,Not Returned,633.258845
2022-07-02,Home Appliances,156.19,1,12.82,Standard,Debit Card,40,Male,City65,Not Returned,136.166442
2023-12-31,Home Appliances,1175.07,5,0.53,Express,Wallet,44,Male,City98,Not Returned,5844.210644999999
2024-09-17,Clothing,1096.03,3,2.7,Express,Debit Card,56,Female,City60,Not Returned,3199.31157
2023-12-17,Toys,221.52,5,43.16,Next-Day,Wallet,57,Female,City36,Not Returned,629.5598400000001
2022-01-10,Clothing,229.18,1,22.99,Express,Credit Card,48,Female,City48,Not Returned,176.491518
2024-02-13,Home Appliances,1390.21,2,29.28,Next-Day,Debit Card,62,Male,City34,Not Returned,1966.3130240000003
2022-05-19,Clothing,1312.31,5,5.97,Express,Wallet,48,Female,City83,Not Returned,6169.825465
2023-05-01,Clothing,1506.09,5,3.56,Standard,Debit Card,23,Male,City69,Not Returned,7262.3659800000005
2022-12-20,Toys,1218.31,1,41.35,Standard,Credit Card,19,Female,City10,Returned,714.538815
2022-01-09,Clothing,1588.78,2,5.31,Next-Day,COD,22,Male,City44,Returned,3008.8315639999996
2025-03-18,Clothing,1169.4,5,0.91,Standard,Debit Card,20,Male,City86,Not Returned,5793.7923
2022-01-31,Clothing,1248.31,4,1.08,Express,Wallet,25,Male,City4,Returned,4939.313007999999
2024-11-02,Books,537.72,4,45.52,Standard,Wallet,65,Female,City79,Not Returned,1171.799424
2023-07-11,Electronics,996.69,3,36.16,Express,Wallet,46,Male,City58,Not Returned,1908.8606880000004
2022-12-31,Books,1816.88,4,45.09,Next-Day,Wallet,56,Male,City88,Not Returned,3990.5952319999997
2023-02-15,Books,446.63,4,25.35,Next-Day,Wallet,21,Male,City11,Not Returned,1333.63718
2023-08-02,Electronics,1242.53,1,20.27,Next-Day,COD,64,Female,City19,Not Returned,990.669169
2022-05-06,Home Appliances,1700.25,1,15.36,Next-Day,Credit Card,26,Female,City66,Not Returned,1439.0916
2023-02-22,Electronics,736.37,4,0.57,Next-Day,Credit Card,59,Female,City59,Not Returned,2928.690764
2024-10-02,Toys,1371.27,2,5.96,Express,Wallet,23,Male,City60,Returned,2579.084616
2022-12-13,Electronics,1324.91,2,34.48,Next-Day,Wallet,19,Female,City16,Not Returned,1736.162064
2022-07-29,Clothing,1064.39,3,8.69,Standard,Credit Card,19,Male,City21,Not Returned,2915.683527
2023-07-14,Clothing,1928.15,2,36.8,Next-Day,Credit Card,63,Female,City21,Returned,2437.1816000000003
2023-06-12,Home Appliances,349.14,5,40.51,Express,Credit Card,53,Female,City98,Returned,1038.5169299999998
2023-03-07,Toys,1884.97,1,20.37,Next-Day,Wallet,19,Male,City88,Returned,1501.0016110000001
2024-04-01,Electronics,1589.66,4,29.64,Next-Day,Wallet,54,Female,City43,Not Returned,4473.939104
2023-07-13,Electronics,789.34,2,18.78,Next-Day,COD,21,Male,City96,Not Returned,1282.2038960000002
2022-12-05,Home Appliances,1407.93,1,3.47,Express,Wallet,53,Male,City74,Not Returned,1359.0748290000001
2022-01-01,Toys,1284.01,4,43.75,Next-Day,Wallet,26,Female,City99,Not Returned,2889.0225
2023-11-14,Books,959.35,5,0.61,Standard,Credit Card,59,Male,City64,Returned,4767.489825
2024-04-30,Toys,483.01,3,41.76,Express,Debit Card,38,Male,City79,Not Returned,843.915072
2025-07-01,Toys,1401.32,3,48.03,Express,Debit Card,36,Female,City2,Not Returned,2184.798012
2023-03-09,Home Appliances,1709.05,5,7.3,Next-Day,COD,46,Female,City41,Not Returned,7921.44675
2024-12-02,Clothing,1333.48,5,30.21,Express,COD,64,Male,City74,Returned,4653.178459999999
2023-02-12,Home Appliances,959.25,1,6.75,Express,Credit Card,51,Male,City22,Not Returned,894.500625
2022-10-24,Electronics,1980.73,3,47.07,Standard,COD,47,Male,City13,Returned,3145.201167
2024-12-25,Toys,182.5,5,5.53,Standard,COD,54,Male,City62,Not Returned,862.0387499999999
2024-11-26,Home Appliances,1105.75,4,14.8,Express,Credit Card,34,Male,City99,Not Returned,3768.3959999999997
2023-12-16,Clothing,1384.58,2,38.0,Express,Credit Card,48,Male,City17,Not Returned,1716.8791999999999
2022-12-24,Toys,1382.85,1,41.99,Next-Day,Debit Card,35,Female,City6,Not Returned,802.191285
2023-10-14,Clothing,873.93,3,2.73,Standard,Wallet,18,Female,City31,Not Returned,2550.215133
2024-02-08,Clothing,585.61,3,33.14,Next-Day,Credit Card,22,Female,City76,Returned,1174.616538
2023-06-30,Clothing,672.15,5,48.6,Standard,Wallet,21,Male,City89,Not Returned,1727.4255
2023-08-20,Clothing,145.81,5,38.43,Express,Debit Card,28,Male,City81,Not Returned,448.876085
2023-12-10,Home Appliances,694.41,3,29.95,Standard,Debit Card,63,Female,City30,Returned,1459.302615
2022-07-01,Clothing,371.83,5,11.19,Express,Wallet,51,Male,City53,Not Returned,1651.111115
2023-12-10,Electronics,601.95,2,17.34,Next-Day,COD,37,Female,City80,Not Returned,995.1437400000001
2024-03-30,Toys,1687.76,1,0.75,Standard,Wallet,20,Female,City35,Not Returned,1675.1018000000001
2024-07-25,Clothing,607.24,1,10.11,Standard,Wallet,65,Male,City32,Not Returned,545.848036
2022-04-26,Clothing,1988.61,4,25.61,Next-Day,Debit Card,39,Female,City39,Not Returned,5917.307916
2024-09-19,Clothing,1008.27,5,3.4,Standard,COD,22,Male,City5,Not Returned,4869.944100000001
2022-03-30,Clothing,726.47,1,26.3,Express,COD,28,Female,City43,Not Returned,535.40839
2025-02-01,Electronics,1868.29,3,21.42,Standard,COD,47,Male,City1,Returned,4404.3068459999995
2023-01-21,Toys,1732.62,4,40.95,Standard,Wallet,30,Male,City99,Not Returned,4092.44844
2023-01-03,Electronics,1068.75,1,15.19,Next-Day,Credit Card,56,Male,City68,Not Returned,906.406875
2023-01-18,Clothing,672.91,2,31.92,Express,COD,62,Male,City70,Not Returned,916.234256
2024-02-01,Toys,816.61,1,28.5,Express,Wallet,43,Female,City15,Not Returned,583.87615
2025-05-29,Electronics,616.97,3,17.08,Express,COD,26,Male,City61,Not Returned,1534.7745720000003
2025-02-09,Toys,389.16,2,12.58,Next-Day,Wallet,37,Male,City7,Not Returned,680.4073440000001
2022-06-04,Clothing,504.42,5,15.57,Standard,Credit Card,45,Male,City43,Returned,2129.4090300000003
2022-03-29,Toys,1629.6,4,43.72,Express,Wallet,45,Male,City64,Not Returned,3668.5555199999994
2024-08-07,Toys,1843.81,3,10.81,Next-Day,Wallet,62,Female,City89,Returned,4933.482417
2023-10-06,Clothing,1805.34,4,23.56,Express,Wallet,18,Male,City20,Not Returned,5520.007584
2022-02-18,Electronics,522.42,3,4.44,Express,Credit Card,37,Female,City70,Returned,1497.6736559999997
2022-12-26,Books,994.93,1,16.96,Standard,Debit Card,56,Female,City80,Returned,826.189872
2024-06-05,Clothing,1492.85,5,11.92,Standard,COD,49,Male,City49,Returned,6574.5114
2022-04-02,Electronics,665.62,4,20.67,Express,Wallet,35,Female,City85,Not Returned,2112.145384
2024-01-26,Toys,705.46,2,47.23,Next-Day,Wallet,29,Female,City38,Not Returned,744.5424840000002
2023-06-25,Books,761.86,2,2.03,Standard,Credit Card,56,Male,City6,Not Returned,1492.7884840000002
2025-01-19,Electronics,1749.89,5,5.62,Next-Day,Debit Card,62,Female,City75,Not Returned,8257.73091
2025-06-14,Electronics,1704.07,4,41.27,Express,Debit Card,29,Male,City27,Not Returned,4003.2012439999994
2025-03-29,Clothing,810.93,2,29.88,Next-Day,COD,24,Male,City46,Not Returned,1137.248232
2022-11-30,Electronics,848.67,1,37.58,Next-Day,Debit Card,26,Female,City45,Not Returned,529.739814
2022-06-24,Toys,1318.99,3,33.61,Express,Debit Card,23,Female,City14,Not Returned,2627.0323829999998
2023-07-11,Books,1733.61,4,31.03,Express,Debit Card,29,Female,City27,Not Returned,4782.683268
2024-07-18,Clothing,941.04,4,18.87,Express,Debit Card,21,Male,City35,Not Returned,3053.863008
2024-05-17,Home Appliances,1514.18,4,34.28,Next-Day,Credit Card,19,Female,City56,Returned,3980.476384
2022-12-01,Books,281.51,5,11.9,Express,Wallet,42,Female,City62,Not Returned,1240.05155
2022-11-17,Clothing,680.23,3,16.74,Next-Day,COD,53,Female,City41,Not Returned,1699.078494
2024-06-04,Clothing,1863.03,1,31.12,Standard,Credit Card,35,Female,City16,Not Returned,1283.255064
2024-02-07,Books,1753.02,4,41.0,Next-Day,Wallet,18,Female,City86,Returned,4137.127200000001
2022-12-06,Home Appliances,1916.38,1,5.24,Standard,Debit Card,64,Female,City55,Returned,1815.961688
2024-06-10,Clothing,779.42,3,32.47,Next-Day,Credit Card,52,Male,City57,Not Returned,1579.0269779999999
2024-12-09,Electronics,563.21,1,39.54,Standard,Wallet,20,Male,City21,Not Returned,340.516766
2023-01-28,Clothing,479.04,3,40.39,Standard,COD,60,Female,City57,Not Returned,856.6672320000001
2025-08-28,Electronics,837.16,3,0.64,Standard,Wallet,35,Male,City70,Not Returned,2495.406528
2022-11-11,Toys,1239.37,1,29.15,Standard,Credit Card,46,Male,City83,Not Returned,878.0936449999999
2025-02-03,Clothing,1969.47,4,5.94,Next-Day,COD,20,Male,City24,Not Returned,7409.933928
2023-08-28,Books,634.83,1,30.92,Next-Day,Wallet,45,Male,City69,Not Returned,438.540564
2023-02-10,Toys,1053.21,1,36.02,Next-Day,Debit Card,65,Female,City89,Not Returned,673.843758
2023-07-29,Clothing,982.05,4,32.68,Standard,Wallet,33,Male,City89,Returned,2644.46424
2024-12-08,Electronics,1085.65,3,18.5,Next-Day,Debit Card,54,Female,City39,Not Returned,2654.4142500000003
2025-05-21,Toys,1602.64,5,29.58,Standard,Debit Card,56,Male,City37,Not Returned,5642.89544
2024-08-09,Electronics,1759.27,3,15.83,Express,COD,24,Female,City36,Not Returned,4442.332676999999
2025-04-27,Books,546.35,3,22.54,Next-Day,COD,62,Male,City92,Returned,1269.60813
2024-02-29,Clothing,1822.11,1,0.11,Express,Debit Card,44,Female,City94,Not Returned,1820.105679
2025-06-22,Clothing,1787.57,4,48.41,Standard,Debit Card,19,Female,City78,Returned,3688.829452
2023-12-19,Clothing,1322.03,5,42.47,Express,Debit Card,49,Female,City93,Not Returned,3802.8192950000002
2023-10-24,Clothing,226.41,2,8.0,Next-Day,Debit Card,32,Female,City22,Not Returned,416.5944
2023-01-28,Books,1714.34,1,44.45,Next-Day,Wallet,60,Female,City63,Not Returned,952.3158699999999
2024-12-02,Books,1720.09,2,18.81,Express,Debit Card,45,Male,City62,Not Returned,2793.082142
2023-08-17,Electronics,1698.45,4,0.09,Standard,Debit Card,39,Male,City9,Not Returned,6787.68558
2022-04-05,Electronics,972.01,4,15.58,Next-Day,COD,63,Male,City46,Not Returned,3282.2833680000003
2022-03-21,Clothing,1585.01,1,29.37,Standard,COD,50,Female,City22,Not Returned,1119.4925629999998
2022-03-29,Home Appliances,1509.91,5,14.41,Express,COD,45,Male,City60,Not Returned,6461.659845
2025-02-18,Clothing,1840.43,5,40.35,Next-Day,Credit Card,62,Female,City51,Not Returned,5489.082475
2022-12-07,Electronics,180.16,2,37.73,Express,COD,46,Female,City57,Not Returned,224.371264
2022-04-02,Toys,1858.36,5,3.0,Express,COD,34,Female,City63,Not Returned,9013.045999999998
2022-04-08,Books,1885.08,4,1.99,Express,Debit Card,44,Male,City51,Not Returned,7390.267631999999
2024-05-17,Clothing,1733.26,4,34.11,Next-Day,Credit Card,42,Male,City81,Not Returned,4568.180056
2023-11-16,Electronics,654.86,1,45.41,Next-Day,Wallet,18,Female,City59,Not Returned,357.48807400000004
2022-07-08,Electronics,1561.87,4,4.12,Standard,Wallet,44,Male,City24,Not Returned,5990.083823999999
2024-11-01,Clothing,519.96,5,31.72,Standard,Credit Card,44,Female,City69,Not Returned,1775.1434400000003
2024-10-24,Books,1844.64,1,10.44,Express,Wallet,30,Male,City44,Returned,1652.059584
2025-05-14,Toys,1550.46,5,33.69,Standard,Debit Card,28,Male,City18,Not Returned,5140.5501300000005
2025-05-19,Books,816.13,5,29.74,Next-Day,Wallet,40,Female,City19,Not Returned,2867.06469
2023-05-24,Books,1186.41,5,9.28,Express,Credit Card,64,Female,City75,Returned,5381.55576
2024-05-07,Toys,1787.48,3,20.25,Standard,Credit Card,19,Male,City79,Not Returned,4276.5459
2022-12-17,Electronics,755.35,2,18.11,Next-Day,Credit Card,32,Female,City37,Not Returned,1237.11223
2022-12-03,Clothing,774.81,2,18.3,Express,COD,39,Male,City76,Returned,1266.0395399999998
2024-01-08,Books,1655.52,3,28.67,Next-Day,Credit Card,52,Female,City81,Not Returned,3542.6472479999998
2024-09-18,Toys,1707.6,4,7.66,Express,Debit Card,45,Female,City71,Not Returned,6307.19136
2025-05-21,Home Appliances,1355.32,1,29.27,Standard,Credit Card,22,Female,City23,Returned,958.617836
2022-07-22,Clothing,964.19,1,33.16,Next-Day,Wallet,32,Male,City72,Not Returned,644.4645960000001
2024-12-19,Toys,411.0,4,36.87,Express,Debit Card,25,Male,City83,Returned,1037.8572
2022-01-27,Electronics,1939.03,2,40.86,Standard,Wallet,44,Male,City29,Not Returned,2293.4846839999996
2022-05-12,Clothing,1468.09,4,7.87,Next-Day,COD,62,Female,City52,Returned,5410.205268
2023-12-26,Clothing,172.93,3,4.68,Next-Day,Credit Card,54,Female,City81,Returned,494.510628
2022-04-18,Electronics,1852.15,4,28.74,Standard,Debit Card,39,Female,City86,Returned,5279.36836
2022-01-03,Electronics,297.81,5,44.07,Standard,Wallet,45,Male,City36,Not Returned,832.825665
2022-08-02,Clothing,594.23,1,26.97,Express,COD,45,Male,City64,Returned,433.966169
2023-11-09,Books,810.28,2,14.71,Standard,Debit Card,32,Male,City7,Not Returned,1382.175624
2025-05-10,Electronics,1578.39,1,26.4,Standard,Debit Card,22,Female,City56,Returned,1161.69504
2022-02-21,Books,1826.55,3,14.55,Standard,Debit Card,22,Male,City8,Not Returned,4682.360925
2023-06-30,Electronics,1831.19,5,33.16,Express,COD,24,Male,City1,Returned,6119.836980000002
2023-01-19,Electronics,741.32,4,20.93,Express,Wallet,50,Female,City14,Not Returned,2344.646896
2023-09-30,Electronics,1510.0,5,31.39,Express,Credit Card,45,Male,City90,Not Returned,5180.054999999999
2024-12-03,Home Appliances,268.75,5,10.2,Next-Day,COD,45,Male,City27,Not Returned,1206.6875
2023-01-19,Clothing,528.49,1,40.1,Standard,Debit Card,22,Female,City93,Returned,316.56551
2023-04-23,Electronics,1607.82,4,25.05,Next-Day,COD,47,Female,City85,Returned,4820.244360000001
2024-02-06,Books,1279.76,5,14.09,Express,Debit Card,48,Male,City76,Not Returned,5497.20908
2022-04-26,Electronics,1056.29,3,13.9,Express,Debit Card,50,Female,City83,Not Returned,2728.39707
2025-03-19,Electronics,1130.85,1,46.78,Express,Credit Card,23,Male,City55,Not Returned,601.8383699999999
2023-09-08,Home Appliances,1151.24,4,43.31,Express,Credit Card,35,Male,City83,Not Returned,2610.5518239999997
2024-04-08,Clothing,1021.81,5,7.01,Standard,Wallet,25,Male,City9,Not Returned,4750.905594999999
2024-01-26,Books,1917.97,3,32.98,Express,Credit Card,53,Male,City94,Returned,3856.270482
2023-05-29,Clothing,1475.02,1,36.31,Express,COD,50,Female,City91,Not Returned,939.440238
2022-07-16,Home Appliances,664.38,1,44.37,Standard,COD,43,Female,City48,Not Returned,369.59459400000003
2022-10-11,Electronics,1599.77,3,40.66,Express,Debit Card,54,Male,City93,Not Returned,2847.910554
2024-08-06,Clothing,736.5,4,8.48,Next-Day,Debit Card,33,Female,City4,Not Returned,2696.1792
2024-02-26,Books,1340.22,4,23.51,Express,Credit Card,32,Female,City28,Not Returned,4100.537112
2024-11-19,Electronics,1034.59,5,11.35,Next-Day,Wallet,56,Male,City50,Not Returned,4585.820175
2025-06-19,Toys,150.78,1,9.86,Standard,Debit Card,42,Male,City75,Returned,135.913092
2022-11-06,Clothing,797.59,3,34.23,Standard,Credit Card,65,Female,City12,Not Returned,1573.7248289999998
2023-09-13,Toys,336.98,5,22.59,Next-Day,Debit Card,59,Male,City72,Not Returned,1304.2810900000002
2024-10-03,Toys,1286.87,5,33.81,Express,COD,34,Female,City2,Not Returned,4258.896264999999
2024-10-21,Clothing,1510.14,5,14.37,Next-Day,Credit Card,32,Female,City52,Returned,6465.664410000001
2024-12-23,Clothing,1345.02,2,41.23,Express,Wallet,49,Female,City54,Returned,1580.9365080000002
2022-07-12,Books,1994.92,5,2.65,Next-Day,Credit Card,57,Male,City8,Not Returned,9710.2731
2025-07-17,Electronics,1698.36,4,41.65,Express,COD,51,Male,City89,Not Returned,3963.97224
2025-01-20,Clothing,666.63,1,16.96,Express,Credit Card,47,Female,City64,Not Returned,553.569552
2022-09-16,Toys,1322.93,5,13.97,Express,Debit Card,32,Male,City5,Not Returned,5690.583395000001
2025-04-23,Clothing,1852.92,1,0.78,Next-Day,COD,35,Male,City68,Not Returned,1838.467224
2023-08-11,Clothing,1301.15,5,29.78,Standard,Wallet,27,Male,City4,Returned,4568.3376499999995
2023-12-11,Clothing,459.67,1,27.27,Standard,Wallet,58,Female,City94,Not Returned,334.31799100000006
2025-04-02,Books,955.56,3,44.11,Standard,Debit Card,53,Male,City42,Not Returned,1602.1874519999997
2022-10-21,Electronics,883.75,3,16.29,Next-Day,Debit Card,65,Male,City10,Not Returned,2219.361375
2025-05-27,Books,1210.94,1,48.49,Express,COD,23,Female,City58,Not Returned,623.7551940000001
2025-02-26,Clothing,970.51,2,48.24,Express,Debit Card,51,Male,City44,Returned,1004.6719520000001
2024-01-05,Clothing,364.64,3,23.68,Next-Day,Wallet,50,Female,City44,Not Returned,834.8797440000001
2024-12-23,Clothing,768.51,4,36.43,Next-Day,Wallet,26,Male,City33,Not Returned,1954.1672279999998
2025-06-15,Electronics,545.05,5,18.11,Next-Day,Wallet,52,Male,City81,Not Returned,2231.707225
2023-02-16,Books,739.66,2,28.74,Next-Day,Debit Card,61,Male,City87,Not Returned,1054.163432
2022-03-19,Toys,1964.65,2,36.91,Next-Day,Credit Card,59,Female,City46,Not Returned,2478.99537
2023-01-22,Books,1604.51,4,19.68,Standard,Wallet,62,Male,City43,Returned,5154.969728
2024-11-03,Clothing,705.68,4,17.13,Standard,Wallet,41,Male,City10,Returned,2339.188064
2022-03-18,Clothing,1664.26,4,5.39,Express,Credit Card,23,Female,City24,Returned,6298.225544
2023-06-24,Electronics,1905.17,1,17.11,Express,COD,26,Male,City42,Not Returned,1579.195413
2024-01-09,Clothing,1868.76,3,23.83,Standard,COD,30,Female,City32,Returned,4270.303476
2025-02-18,Toys,977.42,5,3.75,Express,Debit Card,44,Male,City38,Returned,4703.83375
2023-09-26,Electronics,1255.06,3,29.38,Express,Wallet,40,Male,City12,Not Returned,2658.9701159999995
2022-04-03,Electronics,1256.29,4,48.14,Next-Day,Credit Card,57,Female,City75,Returned,2606.047976
2022-06-13,Electronics,1877.8,2,30.99,Standard,Wallet,22,Female,City50,Not Returned,2591.7395599999995
2025-09-03,Electronics,590.55,5,14.8,Standard,Debit Card,52,Female,City84,Not Returned,2515.743
2023-12-30,Clothing,640.19,1,22.78,Express,Wallet,61,Female,City24,Returned,494.35471800000005
2022-10-26,Clothing,949.68,2,14.91,Next-Day,Wallet,58,Male,City84,Not Returned,1616.1654239999998
2022-07-01,Toys,1100.95,5,2.76,Next-Day,Wallet,38,Female,City55,Returned,5352.8189
2022-12-30,Clothing,1284.8,2,17.45,Express,COD,48,Female,City61,Returned,2121.2048
2024-01-24,Books,509.09,3,9.9,Standard,Credit Card,61,Male,City76,Not Returned,1376.07027
2024-10-19,Books,1604.78,2,29.1,Express,Credit Card,35,Female,City35,Not Returned,2275.57804
2023-02-27,Electronics,483.35,2,16.32,Express,COD,54,Female,City58,Not Returned,808.93456
2025-04-25,Books,1182.14,5,32.55,Standard,Debit Card,49,Male,City13,Returned,3986.767150000001
2024-09-08,Electronics,1971.99,4,30.3,Express,Debit Card,49,Male,City59,Not Returned,5497.908120000001
2022-06-13,Clothing,482.75,2,23.29,Express,Wallet,33,Female,City75,Returned,740.63505
2023-04-21,Clothing,1532.47,5,14.99,Standard,Debit Card,28,Female,City69,Not Returned,6513.763735
2022-08-04,Clothing,1006.44,5,9.23,Express,Credit Card,29,Male,City39,Not Returned,4567.727940000001
2023-06-15,Home Appliances,127.07,5,26.51,Express,Debit Card,20,Male,City39,Not Returned,466.9187149999999
2024-12-26,Books,1693.75,1,43.51,Next-Day,COD,48,Female,City17,Not Returned,956.7993749999999
2024-12-22,Electronics,930.3,4,27.74,Express,COD,58,Male,City57,Not Returned,2688.93912
2024-04-02,Home Appliances,1026.03,1,18.25,Express,Wallet,34,Female,City77,Not Returned,838.779525
2024-01-01,Books,1924.42,4,28.5,Standard,Credit Card,37,Male,City20,Not Returned,5503.841200000001
2024-10-15,Clothing,334.73,3,11.45,Express,Debit Card,52,Male,City67,Not Returned,889.210245
2024-08-23,Toys,259.86,4,20.47,Next-Day,COD,20,Female,City89,Not Returned,826.666632
2022-05-15,Books,1001.15,2,28.72,Express,Credit Card,64,Male,City8,Not Returned,1427.23944
2022-02-13,Clothing,314.38,1,18.05,Standard,Credit Card,61,Male,City61,Not Returned,257.63441
2022-07-01,Toys,510.81,1,1.65,Next-Day,Debit Card,51,Female,City3,Not Returned,502.381635
2025-04-12,Clothing,1462.56,3,38.72,Next-Day,COD,30,Male,City71,Returned,2688.770304
2022-01-16,Toys,1846.93,1,32.04,Next-Day,Credit Card,19,Female,City6,Not Returned,1255.173628
2023-04-06,Clothing,1868.69,2,22.01,Next-Day,COD,60,Female,City10,Not Returned,2914.782662
2024-09-05,Toys,156.28,1,17.99,Express,COD,29,Male,City61,Returned,128.165228
2022-06-30,Books,1207.34,5,7.28,Standard,COD,40,Male,City99,Returned,5597.22824
2022-11-08,Electronics,257.32,3,44.86,Express,Wallet,40,Female,City83,Not Returned,425.658744
2025-08-29,Clothing,1184.58,1,27.42,Next-Day,COD,60,Female,City2,Not Returned,859.768164
2022-11-13,Electronics,1886.61,2,25.65,Express,COD,30,Male,City66,Not Returned,2805.38907
2022-11-18,Clothing,1545.48,5,16.95,Standard,COD,41,Female,City80,Not Returned,6417.6057
2025-06-01,Clothing,1037.95,4,12.66,Standard,COD,26,Female,City76,Not Returned,3626.18212
2025-07-03,Electronics,263.68,3,11.15,Next-Day,COD,39,Male,City44,Not Returned,702.83904
2023-05-10,Books,1350.05,2,1.7,Standard,Wallet,56,Female,City24,Not Returned,2654.1983
2024-10-01,Toys,771.07,4,37.38,Express,Credit Card,40,Male,City100,Not Returned,1931.376136
2022-12-22,Electronics,1518.26,4,34.11,Standard,Debit Card,43,Male,City90,Not Returned,4001.526056
